IATA,City,Timezone
CAL,Campbeltown,Europe/London
EOI,Eday,Europe/London
FIE,Fair Isle,Europe/London
NRL,North Ronaldsay,Europe/London
PPW,Papa Westray,Europe/London
SOY,Stronsay,Europe/London
NDY,Sanday,Europe/London
LWK,Lerwick,Europe/London
WRY,Westray,Europe/London
LEQ,Land's End,Europe/London
PZE,Penzance,Europe/London
VLY,Angelsey,Europe/London
BRR,Barra,Europe/London
CFN,Dongloe,Europe/Dublin
CNL,Sindal,Europe/Copenhagen
LKN,Leknes,Europe/Oslo
OSY,Namsos,Europe/Oslo
MQN,Mo i Rana,Europe/Oslo
RVK,Rrvik,Europe/Oslo
RET,Rst,Europe/Oslo
SDN,Sandane,Europe/Oslo
SOG,Sogndal,Europe/Oslo
SVJ,Svolvr,Europe/Oslo
SOJ,Sorkjosen,Europe/Oslo
VAW,Vard,Europe/Oslo
VRY,Vry,Europe/Oslo
BZG,Bydgoszcz,Europe/Warsaw
LCJ,Lodz,Europe/Warsaw
OSD,stersund,Europe/Stockholm
HFS,Hagfors,Europe/Stockholm
KSD,Karlstad,Europe/Stockholm
TYF,Torsby,Europe/Stockholm
AGH,ngelholm,Europe/Stockholm
SQO,Mohed,Europe/Stockholm
HMV,Hemavan,Europe/Stockholm
VNT,Ventspils,Europe/Riga
QRA,Johannesburg,Africa/Johannesburg
MQP,Mpumalanga,Africa/Johannesburg
AAM,Malamala,Africa/Johannesburg
MBD,Mafeking,Africa/Johannesburg
GNZ,Ghanzi,Africa/Gaborone
ORP,Orapa,Africa/Gaborone
SWX,Shakawe,Africa/Gaborone
TLD,Tuli Lodge,Africa/Gaborone
DIS,Loubomo,Africa/Brazzaville
CIP,Chipata,Africa/Lusaka
YVA,Moroni,Indian/Comoro
WAQ,Antsalova,Indian/Antananarivo
JVA,Ankavandra,Indian/Antananarivo
BMD,Belo sur Tsiribihina,Indian/Antananarivo
MXT,Maintirano,Indian/Antananarivo
TVA,Morafenobe,Indian/Antananarivo
WTA,Tambohorano,Indian/Antananarivo
WTS,Tsiroanomandidy,Indian/Antananarivo
WAM,Ambatondrazaka,Indian/Antananarivo
WPB,Port Berg,Indian/Antananarivo
DWB,Soalala,Indian/Antananarivo
WMP,Mampikony,Indian/Antananarivo
WMA,Mandritsara,Indian/Antananarivo
MJA,Manja,Indian/Antananarivo
CBT,Catumbela,Africa/Luanda
DUE,Dundo,Africa/Luanda
VPE,Ondjiva,Africa/Luanda
MSZ,Mocamedes,Africa/Luanda
KOU,Koulamoutou,Africa/Libreville
MJL,Mouila,Africa/Libreville
TCH,Tchibanga,Africa/Libreville
VPY,Chimoio,Africa/Maputo
SRH,Sarh,Africa/Ndjamena
CMK,Club Makokola,Africa/Blantyre
LUD,Luderitz,Africa/Windhoek
OND,Ondangwa,Africa/Windhoek
OMD,Oranjemund,Africa/Windhoek
SWP,Swakopmund,Africa/Windhoek
ERS,Windhoek,Africa/Windhoek
BOA,Boma,Africa/Kinshasa
MAT,Matadi,Africa/Kinshasa
INO,Inongo,Africa/Kinshasa
NIO,Nioki,Africa/Kinshasa
KRZ,Kiri,Africa/Kinshasa
BSU,Basankusu,Africa/Kinshasa
TSH,Tshikapa,Africa/Lubumbashi
LJA,Lodja,Africa/Lubumbashi
PFR,Ilebo,Africa/Lubumbashi
OUK,Outer Skerries,Europe/London
GMZ,La Gomera,Atlantic/Canary
BTE,Bonthe,Africa/Freetown
KBS,Bo,Africa/Freetown
KEN,Kenema,Africa/Freetown
OXB,Bissau,Africa/Bissau
SMW,Smara,Africa/El_Aaiun
VIL,Dakhla,Africa/El_Aaiun
ESU,Essadouira,Africa/Casablanca
EUN,El Aain,Africa/El_Aaiun
NDR,El Aroui,Africa/Casablanca
RAI,"Praia, Santiago Island",Atlantic/Cape_Verde
SFL,"Sao Filipe, Fogo Island",Atlantic/Cape_Verde
BCO,Baco,Africa/Addis_Ababa
BEI,Beica,Africa/Addis_Ababa
DSE,Dessie,Africa/Addis_Ababa
DEM,Dembidollo,Africa/Addis_Ababa
GDE,Gode,Africa/Addis_Ababa
GOR,Gore,Africa/Addis_Ababa
ABK,Kabri Dehar,Africa/Addis_Ababa
MTF,Mizan Teferi,Africa/Addis_Ababa
TIE,Tippi,Africa/Addis_Ababa
ALU,Alula,Africa/Mogadishu
BSA,Bosaso,Africa/Mogadishu
MGQ,Mogadishu,Africa/Mogadishu
GLK,Galcaio,Africa/Mogadishu
BUO,Burao,Africa/Mogadishu
AAC,El Arish,Africa/Cairo
ATZ,Asyut,Africa/Cairo
ASV,Amboseli National Park,Africa/Nairobi
LKG,Lokichoggio,Africa/Nairobi
MYD,Malindi,Africa/Nairobi
NYK,Nanyuki,Africa/Nairobi
SRX,Sirt,Africa/Tripoli
TOB,Tobruk,Africa/Tripoli
MJI,Tripoli,Africa/Tripoli
LAQ,Al Bayda',Africa/Tripoli
ATB,Atbara,Africa/Khartoum
UYL,Nyala,Africa/Khartoum
PZU,Port Sudan,Africa/Khartoum
BKZ,Bukoba,Africa/Dar_es_Salaam
TKQ,Kigoma,Africa/Dar_es_Salaam
LDI,Lindi,Africa/Dar_es_Salaam
MUZ,Musoma,Africa/Dar_es_Salaam
SHY,Shinyanga,Africa/Dar_es_Salaam
TBO,Tabora,Africa/Dar_es_Salaam
RUA,Arua,Africa/Kampala
ULU,Gulu,Africa/Kampala
DIU,Diu,Asia/Kolkata
ABR,Aberdeen,America/Chicago
ABY,Albany,America/New_York
AHN,Athens,America/New_York
ALM,Alamogordo,America/Denver
ALO,Waterloo,America/Chicago
ALW,Walla Walla,America/Los_Angeles
APN,Alpena,America/Detroit
ATY,Watertown,America/Chicago
BFD,Bradford,America/New_York
BFF,Scottsbluff,America/Denver
BKW,Beckley,America/New_York
BQK,Brunswick,America/New_York
BRL,Burlington,America/Chicago
CEC,Crescent City,America/Los_Angeles
CGI,Cape Girardeau,America/Chicago
CIU,Sault Ste Marie,America/Detroit
CKB,Clarksburg,America/New_York
CLM,Port Angeles,America/Los_Angeles
CMX,Hancock,America/Detroit
DDC,Dodge City,America/Chicago
DUJ,Du Bois,America/New_York
EAU,Eau Claire,America/Chicago
EKO,Elko,America/Los_Angeles
EWB,New Bedford,America/New_York
FAY,Fayetteville,America/New_York
GGW,Glasgow,America/Denver
GRI,Grand Island,America/Chicago
HOT,Hot Springs,America/Chicago
HTS,Huntington,America/New_York
KIO,Kili Island,Pacific/Majuro
IRK,Kirksville,America/Chicago
JMS,Jamestown,America/Chicago
LAR,Laramie,America/Denver
LBE,Latrobe,America/New_York
LBF,North Platte,America/Chicago
LEB,Lebanon,America/New_York
LMT,Klamath Falls,America/Los_Angeles
LNS,Lancaster,America/New_York
LWT,Lewistown,America/Denver
LYH,Lynchburg,America/New_York
MKG,Muskegon,America/Detroit
MLS,Miles City,America/Denver
MSL,Muscle Shoals,America/Chicago
OTH,North Bend,America/Los_Angeles
OWB,Owensboro,America/Chicago
PIB,Hattiesburg/Laurel,America/Chicago
PIH,Pocatello,America/Boise
PIR,Pierre,America/Chicago
PLN,Pellston,America/Detroit
PSM,Portsmouth,America/New_York
RDG,Reading,America/New_York
RHI,Rhinelander,America/Chicago
RKS,Rock Springs,America/Denver
RUT,Rutland,America/New_York
SBP,San Luis Obispo,America/Los_Angeles
SHR,Sheridan,America/Denver
SLK,Saranac Lake,America/New_York
SLN,Salina,America/Chicago
SMX,Santa Maria,America/Los_Angeles
TUP,Tupelo,America/Chicago
UIN,Quincy,America/Chicago
VCT,Victoria,America/Chicago
VLD,Valdosta,America/New_York
WRL,Worland,America/Denver
YKM,Yakima,America/Los_Angeles
ECN,Nicosia,Asia/Famagusta
RJL,Logroo-Agoncillo,Europe/Madrid
IDY,le d'Yeu,Europe/Paris
ANE,Angers/Marc,Europe/Paris
LTT,La Mle,Europe/Paris
JSY,Syros Island,Europe/Athens
PEV,Pcs-Pogny,Europe/Budapest
SOB,Srmellk,Europe/Budapest
AOT,Aosta,Europe/Rome
QSR,Salerno,Europe/Rome
CVU,Corvo,Atlantic/Azores
BNX,Banja Luka,Europe/Sarajevo
USQ,Usak,Europe/Istanbul
KSY,Kars,Europe/Istanbul
SFQ,Sanliurfa,Europe/Istanbul
KCM,Kahramanmaras,Europe/Istanbul
AJI,Agri,Europe/Istanbul
ADF,Adiyaman,Europe/Istanbul
ISE,Isparta,Europe/Istanbul
EDO,Balikesir Korfez,Europe/Istanbul
SZF,Samsun,Europe/Istanbul
ILZ,ilina,Europe/Bratislava
GDT,Cockburn Town,America/Grand_Turk
MDS,Middle Caicos,America/Grand_Turk
SLX,Salt Cay,America/Grand_Turk
AZS,Samana,America/Santo_Domingo
JBQ,La Isabela,America/Santo_Domingo
PBR,Puerto Barrios,America/Guatemala
AAZ,Quezaltenango,America/Guatemala
UTK,Utirik Island,Pacific/Majuro
AHS,Ahuas,America/Tegucigalpa
PEU,Puerto Lempira,America/Tegucigalpa
MIJ,Mili Island,Pacific/Majuro
CYW,Celaya,America/Mexico_City
CUA,Ciudad Constitucin,America/Mazatlan
GUB,Guerrero Negro,America/Tijuana
JAL,Jalapa,America/Mexico_City
CTD,Chitr,America/Panama
ONX,Coln,America/Panama
JQE,Jaqu,America/Panama
PLP,La Palma,America/Panama
TTQ,Roxana,America/Costa_Rica
BCL,Pococi,America/Costa_Rica
PBP,Nandayure,America/Costa_Rica
PJM,Puerto Jimenez,America/Costa_Rica
SYQ,San Jose,America/Costa_Rica
JEE,Jeremie,America/Port-au-Prince
PAX,Port-de-Paix,America/Port-au-Prince
TND,Trinidad,America/Havana
COX,Andros,America/Nassau
ATC,Arthur's Town,America/Nassau
TBI,Cat Island,America/Nassau
CRI,Colonel Hill,America/Nassau
PID,Nassau,America/Nassau
AIU,Atiu Island,Pacific/Rarotonga
MGS,Mangaia Island,Pacific/Rarotonga
MHX,Manihiki Island,Pacific/Rarotonga
MUK,Mauke Island,Pacific/Rarotonga
MOI,Mitiaro Island,Pacific/Rarotonga
PYE,Penrhyn Island,Pacific/Rarotonga
ICI,Cicia,Pacific/Fiji
PTF,Malolo Lailai Island,Pacific/Fiji
KDV,Vunisea,Pacific/Fiji
MNF,Mana Island,Pacific/Fiji
MFJ,Moala,Pacific/Fiji
NGI,Ngau,Pacific/Fiji
LKB,Lakeba Island,Pacific/Fiji
LBS,Lambasa,Pacific/Fiji
TVU,Matei,Pacific/Fiji
KXF,Koro Island,Pacific/Fiji
RTA,Rotuma,Pacific/Fiji
SVU,Savusavu,Pacific/Fiji
EUA,Eua Island,Pacific/Tongatapu
HPA,Lifuka,Pacific/Tongatapu
NFO,"Angaha, Niuafo'ou Island",Pacific/Tongatapu
NTT,Niuatoputapu,Pacific/Tongatapu
VBV,Vanua Balavu,Pacific/Fiji
IUE,Alofi,Pacific/Niue
FUT,Futuna Island,Pacific/Wallis
MXS,Savaii Island,Pacific/Apia
APK,Apataki,Pacific/Tahiti
AHE,Ahe,Pacific/Tahiti
AUQ,Hiva-oa,Pacific/Marquesas
UAP,Ua Pou,Pacific/Marquesas
UAH,Ua Huka,Pacific/Marquesas
MTV,Ablow,Pacific/Efate
SLH,Sola,Pacific/Efate
TOH,Loh/Linua,Pacific/Efate
EAE,Sangafa,Pacific/Efate
CCV,Craig Cove,Pacific/Efate
LOD,Longana,Pacific/Efate
SSR,Pentecost Island,Pacific/Efate
PBJ,Paama Island,Pacific/Efate
LPM,Lamap,Pacific/Efate
LNB,Lamen Bay,Pacific/Efate
MWF,Maewo Island,Pacific/Efate
LNE,Lonorore,Pacific/Efate
NUS,Norsup,Pacific/Efate
ZGU,Gaua Island,Pacific/Efate
RCL,Redcliffe,Pacific/Efate
SON,Santo,Pacific/Efate
TGH,Tongoa Island,Pacific/Efate
ULB,Ambryn Island,Pacific/Efate
VLS,Valesdir,Pacific/Efate
SWJ,Malekula Island,Pacific/Efate
OLJ,Olpoi,Pacific/Efate
AUY,Anelghowhat,Pacific/Efate
AWD,Aniwa,Pacific/Efate
DLY,Dillon's Bay,Pacific/Efate
FTA,Futuna Island,Pacific/Efate
IPA,Ipota,Pacific/Efate
TGJ,Tiga,Pacific/Noumea
BMY,Waala,Pacific/Noumea
ILP,le des Pins,Pacific/Noumea
FBD,Faizabad,Asia/Kabul
AJF,Al-Jawf,Asia/Riyadh
WAE,Wadi-al-dawasir,Asia/Riyadh
KHD,Khorram Abad,Asia/Tehran
BXR,Bam,Asia/Tehran
RJN,Rafsanjan,Asia/Tehran
BJB,Bojnourd,Asia/Tehran
AFZ,Sabzevar,Asia/Tehran
NSH,Noshahr,Asia/Tehran
SRY,Dasht-e-naz,Asia/Tehran
LRR,Lar,Asia/Tehran
ADU,Ardabil,Asia/Tehran
OMH,Uromiyeh,Asia/Tehran
AAN,Al Ain,Asia/Dubai
BNP,Bannu,Asia/Karachi
BHV,Bahawalpur,Asia/Karachi
CJL,Chitral,Asia/Karachi
DBA,Dalbandin,Asia/Karachi
DEA,Dera Ghazi Khan,Asia/Karachi
DSK,Dera Ismael Khan,Asia/Karachi
JIW,Jiwani,Asia/Karachi
HDD,Hyderabad,Asia/Karachi
KDD,Khuzdar,Asia/Karachi
ORW,Ormara Raik,Asia/Karachi
PAJ,Parachinar,Asia/Karachi
KDU,Skardu,Asia/Karachi
SYW,Sehwan Sharif,Asia/Karachi
TUK,Turbat,Asia/Karachi
ISU,Sulaymaniyah,Asia/Baghdad
KAC,Kamishly,Asia/Damascus
GXF,Sayun Intl,Asia/Aden
ADK,Adak Island,America/Adak
GST,Gustavus,America/Juneau
SGY,Skagway,America/Juneau
HCR,Holy Cross,America/Anchorage
HNS,Haines,America/Juneau
KLG,Kalskag,America/Anchorage
MCG,Mcgrath,America/Anchorage
MOU,Mountain Village,America/Nome
ANI,Aniak,America/Anchorage
VAK,Chevak,America/Nome
WRG,Wrangell,America/Sitka
OPU,Balimo,Pacific/Port_Moresby
VMU,Baimuru,Pacific/Port_Moresby
LUP,Molokai,Pacific/Honolulu
ENT,Eniwetok Atoll,Pacific/Majuro
LZN,Matsu Islands,Asia/Taipei
HCN,Hengchun,Asia/Taipei
MFK,Matsu Islands,Asia/Taipei
KUH,Kushiro,Asia/Tokyo
OKD,Sapporo,Asia/Tokyo
HSG,Saga,Asia/Tokyo
NKM,Nagoya,Asia/Tokyo
IWJ,Iwami,Asia/Tokyo
FKS,Fukushima,Asia/Tokyo
ONJ,Odate Noshiro,Asia/Tokyo
SYO,Shonai,Asia/Tokyo
MYE,Miyakejima,Asia/Tokyo
KUV,Kunsan,Asia/Seoul
MPK,Mokpo,Asia/Seoul
WJU,Wonju,Asia/Seoul
YNY,Sokcho / Gangneung,Asia/Seoul
HIN,Sacheon,Asia/Seoul
CJJ,Chongju,Asia/Seoul
SFS,Olongapo City,Asia/Manila
CYU,Cuyo,Asia/Manila
CGM,Camiguin,Asia/Manila
JOL,Jolo,Asia/Manila
TWT,Sanga Sanga,Asia/Manila
SUG,Sangley Point,Asia/Manila
TDG,Tandag,Asia/Manila
WNP,Naga,Asia/Manila
BSO,Basco,Asia/Manila
SFE,San Fernando,Asia/Manila
TUG,Tuguegarao,Asia/Manila
VRC,Virac,Asia/Manila
CYP,Calbayog City,Asia/Manila
CRM,Catarman,Asia/Manila
MBT,Masbate,Asia/Manila
RXS,Roxas City,Asia/Manila
TTG,Tartagal,America/Argentina/Salta
LHS,Las Heras,America/Argentina/Rio_Gallegos
OES,San Antonio Oeste,America/Argentina/Salta
ING,El Calafate,America/Argentina/Rio_Gallegos
GGS,Gobernador Gregores,America/Argentina/Rio_Gallegos
SST,Santa Teresita,America/Argentina/Buenos_Aires
NEC,Necochea,America/Argentina/Buenos_Aires
JDO,Juazeiro Do Norte,America/Fortaleza
LEC,Lenis,America/Bahia
MEA,Maca,America/Sao_Paulo
MII,Marlia,America/Sao_Paulo
VDC,Vitria Da Conquista,America/Bahia
RIA,Santa Maria,America/Sao_Paulo
TOW,Toledo,America/Sao_Paulo
ESR,El Salvador,America/Santiago
ZPC,Pucon,America/Santiago
SOD,Sorocaba,America/Sao_Paulo
SCY,San Cristbal,Pacific/Galapagos
LOH,La Toma (Catamayo),America/Guayaquil
ESM,Esmeraldas,America/Guayaquil
PSY,Stanley,Atlantic/Stanley
CRC,Cartago,America/Bogota
LQM,Puerto Leguzamo,America/Bogota
LPD,La Pedrera,America/Bogota
NQU,Nuqu,America/Bogota
PDA,Puerto Inrida,America/Bogota
EYP,Yopal,America/Bogota
GYA,Guayaramern,America/La_Paz
PUR,Puerto Rico/Manuripi,America/La_Paz
RIB,Riberalta,America/La_Paz
REY,Reyes,America/La_Paz
SRJ,San Borja,America/La_Paz
ORG,Paramaribo,America/Paramaribo
MVS,Mucuri,America/Bahia
CJA,Cajamarca,America/Lima
HUU,Hunuco,America/Lima
NZC,Nazca,America/Lima
SRA,Santa Rosa,America/Sao_Paulo
MYC,Maracay,America/Caracas
VIG,El Viga,America/Caracas
JPR,Ji-Paran,America/Porto_Velho
BBQ,Codrington,America/Antigua
DSD,Grande Anse,America/Guadeloupe
BBR,Basse Terre,America/Guadeloupe
SFC,St-Franois,America/Guadeloupe
GBJ,Grand Bourg,America/Guadeloupe
NEV,Charlestown,America/St_Kitts
VIJ,Spanish Town,America/Tortola
BQU,Bequia,America/St_Vincent
UNI,Union Island,America/St_Vincent
KOV,Kokshetau,Asia/Almaty
PPK,Petropavlosk,Asia/Almaty
DZN,Zhezkazgan,Asia/Almaty
UKK,Ust Kamenogorsk,Asia/Almaty
KSN,Kostanay,Asia/Qostanay
KVD,Ganja,Asia/Baku
NAJ,Nakhchivan,Asia/Baku
NER,Neryungri,Asia/Yakutsk
PYJ,Yakutia,Asia/Yakutsk
CKH,Chokurdah,Asia/Srednekolymsk
CYX,Cherskiy,Asia/Srednekolymsk
IKS,Tiksi,Asia/Yakutsk
KXK,Komsomolsk-on-Amur,Asia/Vladivostok
DYR,Anadyr,Asia/Anadyr
OHO,Okhotsk,Asia/Vladivostok
UJE,Ujae Atoll,Pacific/Majuro
MPW,Mariupol International,Europe/Kyiv
VSG,Lugansk,Europe/Kyiv
OZH,Zaporozhye,Europe/Kyiv
KWG,Krivoy Rog,Europe/Kyiv
HRK,Kharkov,Europe/Kyiv
IFO,Ivano-Frankivsk,Europe/Kyiv
CWC,Chernovtsk,Europe/Kyiv
RWN,Rivne,Europe/Kyiv
UDJ,Uzhgorod,Europe/Kyiv
CSH,Solovetsky Islands,Europe/Moscow
CEE,Cherepovets,Europe/Moscow
AMV,Amderma,Europe/Moscow
KSZ,Kotlas,Europe/Moscow
PES,Petrozavodsk,Europe/Moscow
GNA,Hrodna,Europe/Minsk
MVQ,Mogilev,Europe/Minsk
EIE,Yeniseysk,Asia/Krasnoyarsk
KYZ,Kyzyl,Asia/Krasnoyarsk
NOZ,Novokuznetsk,Asia/Novokuznetsk
HTG,Khatanga,Asia/Krasnoyarsk
IAA,Igarka,Asia/Krasnoyarsk
NAL,Nalchik,Europe/Moscow
OGZ,Beslan,Europe/Moscow
ESL,Elista,Europe/Moscow
WKK,Aleknagik,America/Anchorage
BLF,Bluefield,America/New_York
GLH,Greenville,America/Chicago
PSC,Pasco,America/Los_Angeles
KQA,Akutan,America/Nome
LPS,Lopez,America/Los_Angeles
SLY,Salekhard,Asia/Yekaterinburg
HMA,Khanty-Mansiysk,Asia/Yekaterinburg
NYA,Nyagan,Asia/Yekaterinburg
OVS,Sovetskiy,Asia/Yekaterinburg
IJK,Izhevsk,Europe/Samara
KVX,Kirov,Europe/Kirov
NYM,Nadym,Asia/Yekaterinburg
RAT,Raduzhnyi,Asia/Yekaterinburg
NFG,Nefteyugansk,Asia/Yekaterinburg
KRO,Kurgan,Asia/Yekaterinburg
LBD,Khudzhand,Asia/Dushanbe
AZN,Andizhan,Asia/Tashkent
FEG,Fergana,Asia/Tashkent
NMA,Namangan,Asia/Tashkent
NCU,Nukus,Asia/Samarkand
UGC,Urgench,Asia/Samarkand
KSQ,Khanabad,Asia/Samarkand
TMJ,Termez,Asia/Samarkand
RYB,Rybinsk,Europe/Moscow
EGO,Belgorod,Europe/Moscow
URS,Kursk,Europe/Moscow
LPK,Lipetsk,Europe/Moscow
VKT,Vorkuta,Europe/Moscow
UUA,Bugulma,Europe/Moscow
JOK,Yoshkar-Ola,Europe/Moscow
CSY,Cheboksary,Europe/Moscow
ULY,Ulyanovsk,Europe/Ulyanovsk
OSW,Orsk,Asia/Yekaterinburg
PEZ,Penza,Europe/Moscow
SKX,Saransk,Europe/Moscow
BWO,Balakovo,Europe/Saratov
HBX,Hubli,Asia/Kolkata
KCT,Koggala,Asia/Colombo
WRZ,Wirawila,Asia/Colombo
BBM,Battambang,Asia/Phnom_Penh
SHL,Shillong,Asia/Kolkata
GAU,Guwahati,Asia/Kolkata
DMU,Dimapur,Asia/Kolkata
TEZ,Tezpur,Asia/Kolkata
BZL,Barisal,Asia/Dhaka
HOE,Huay Xai,Asia/Vientiane
BHR,Bharatpur,Asia/Kathmandu
BDP,Chandragarhi,Asia/Kathmandu
MEY,Meghauli,Asia/Kathmandu
KEP,Nepalgunj,Asia/Kathmandu
GAN,Gan Island,Indian/Maldives
HAQ,Haa Dhaalu Atoll,Indian/Maldives
KDO,Laamu Atoll,Indian/Maldives
MAQ,Tak,Asia/Bangkok
BMV,Buonmethuot,Asia/Ho_Chi_Minh
HPH,Haiphong,Asia/Bangkok
CXR,Nha Trang,Asia/Ho_Chi_Minh
VCS,Conson,Asia/Ho_Chi_Minh
VCA,Can Tho,Asia/Ho_Chi_Minh
DIN,Dienbienphu,Asia/Bangkok
UIH,Phucat,Asia/Ho_Chi_Minh
PXU,Pleiku,Asia/Ho_Chi_Minh
VII,Vinh,Asia/Bangkok
BMO,Banmaw,Asia/Yangon
TVY,Dawei,Asia/Yangon
KAW,Kawthoung,Asia/Yangon
LIW,Loikaw,Asia/Yangon
MNU,Mawlamyine,Asia/Yangon
BSX,Pathein,Asia/Yangon
PKK,Pakhokku,Asia/Yangon
SWQ,Sumbawa Island,Asia/Makassar
TMC,Waikabubak-Sumba Island,Asia/Makassar
BUI,Bokondini-Papua Island,Asia/Jayapura
SEH,Senggeh-Papua Island,Asia/Jayapura
TJS,Tanjung Selor-Borneo Island,Asia/Makassar
DTD,Datadawai-Borneo Island,Asia/Makassar
BEJ,Tanjung Redep-Borneo Island,Asia/Makassar
TJG,Tanjung-Borneo Island,Asia/Makassar
SMQ,Sampit-Borneo Island,Asia/Pontianak
LUV,Langgur-Kei Islands,Asia/Jayapura
ARD,Alor Island,Asia/Makassar
BLG,Belaga,Asia/Kuching
LGL,Long Datih,Asia/Kuching
ODN,Long Seridan,Asia/Kuching
MKM,Mukah,Asia/Kuching
BKM,Bakalalan,Asia/Kuching
LWY,Lawas,Asia/Kuching
BBN,Bario,Asia/Kuching
TMG,Tomanggong,Asia/Kuching
KUD,Kudat,Asia/Kuching
TKG,Bandar Lampung-Sumatra Island,Asia/Jakarta
HLP,Jakarta,Asia/Jakarta
NTX,Ranai-Natuna Besar Island,Asia/Jakarta
PSU,Putussibau-Borneo Island,Asia/Pontianak
SQG,Sintang-Borneo Island,Asia/Pontianak
PDO,Talang Gudang-Sumatra Island,Asia/Jakarta
LSW,Lhok Seumawe-Sumatra Island,Asia/Jakarta
PKG,Pangkor Island,Asia/Kuala_Lumpur
LBW,Long Bawan-Borneo Island,Asia/Makassar
NNX,Nunukan-Nunukan Island,Asia/Makassar
LPU,Long Apung-Borneo Island,Asia/Makassar
ALH,Albany,Australia/Perth
GYL,Argyle,Australia/Perth
AUU,Aurukun,Australia/Brisbane
BCI,Barcaldine,Australia/Brisbane
BDD,Badu Island,Australia/Brisbane
BVI,Birdsville,Australia/Brisbane
BHQ,Broken Hill,Australia/Broken_Hill
HTI,Hamilton Island,Australia/Lindeman
BEU,Bedourie,Australia/Brisbane
BRK,Bourke,Australia/Sydney
BUC,Burketown,Australia/Brisbane
GIC,Boigu,Australia/Brisbane
OKY,Oakey,Australia/Brisbane
BQL,Boulia,Australia/Brisbane
BHS,Bathurst,Australia/Sydney
BLT,Blackwater,Australia/Brisbane
CVQ,Carnarvon,Australia/Perth
CAZ,Cobar,Australia/Sydney
CPD,Coober Pedy,Australia/Adelaide
CNC,Coconut Island,Australia/Brisbane
CNJ,Cloncurry,Australia/Brisbane
CED,Ceduna,Australia/Adelaide
CTN,Cooktown,Australia/Brisbane
CMA,Cunnamulla,Australia/Brisbane
CNB,Coonamble,Australia/Sydney
CUQ,Coen,Australia/Brisbane
OOM,Cooma,Australia/Sydney
DMD,Doomadgee,Australia/Brisbane
NLF,Darnley Island,Australia/Brisbane
DPO,Devonport,Australia/Hobart
ELC,Elcho Island,Australia/Darwin
EPR,Esperance,Australia/Perth
FLS,Flinders Island,Australia/Hobart
GET,Geraldton,Australia/Perth
GLT,Gladstone,Australia/Brisbane
GTE,Groote Eylandt,Australia/Darwin
GFF,Griffith,Australia/Sydney
HID,Horn Island,Australia/Brisbane
HOK,Hooker Creek,Australia/Darwin
MHU,Mount Hotham,Australia/Melbourne
HGD,Hughenden,Australia/Brisbane
JCK,Julia Creek,Australia/Brisbane
KAX,Kalbarri,Australia/Perth
KNS,King Island,Australia/Hobart
KFG,Kalkgurung,Australia/Darwin
KRB,Karumba,Australia/Brisbane
KWM,Kowanyama,Australia/Brisbane
KUG,Kubin,Australia/Brisbane
LNO,Leonora,Australia/Perth
LEL,Lake Evella,Australia/Darwin
LDH,Lord Howe Island,Australia/Lord_Howe
IRG,Lockhart River,Australia/Brisbane
LSY,Lismore,Australia/Sydney
LHG,Lightning Ridge,Australia/Sydney
LRE,Longreach,Australia/Brisbane
LER,Leinster,Australia/Perth
LVO,Laverton,Australia/Perth
UBB,Mabuiag Island,Australia/Brisbane
MKR,Meekatharra,Australia/Perth
MIM,Merimbula,Australia/Sydney
MGT,Milingimbi,Australia/Darwin
MNG,Maningrida,Australia/Darwin
MCV,McArthur River Mine,Australia/Darwin
MQL,Mildura,Australia/Melbourne
MMG,Mount Magnet,Australia/Perth
MRZ,Moree,Australia/Sydney
MOV,Moranbah,Australia/Brisbane
MYA,Moruya,Australia/Sydney
MGB,Mount Gambier,Australia/Adelaide
ONG,Mornington Island,Australia/Brisbane
MYI,Murray Island,Australia/Brisbane
MBH,Maryborough,Australia/Brisbane
NRA,Narrandera,Australia/Sydney
NAA,Narrabri,Australia/Sydney
NTN,Normanton,Australia/Brisbane
ZNE,Newman,Australia/Perth
OLP,Olympic Dam,Australia/Adelaide
PUG,Argyle,Australia/Adelaide
PMK,Palm Island,Australia/Brisbane
PBO,Paraburdoo,Australia/Perth
CCK,Cocos Keeling Island,Indian/Cocos
GOV,Gove,Australia/Darwin
PKE,Parkes,Australia/Sydney
PLO,Port Lincoln,Australia/Adelaide
EDR,Pormpuraaw,Australia/Brisbane
PQQ,Port Macquarie,Australia/Sydney
PTJ,Portland,Australia/Melbourne
ULP,Quilpie,Australia/Brisbane
RAM,Ramingining,Australia/Darwin
RMA,Roma,Australia/Brisbane
SGO,St George,Australia/Brisbane
MJK,Shark Bay,Australia/Perth
SBR,Saibai Island,Australia/Brisbane
SRN,Strahan,Australia/Hobart
XTG,Thargomindah,Australia/Brisbane
TCA,Tennant Creek,Australia/Darwin
VCD,Victoria River Downs,Australia/Darwin
SYU,Sue Islet,Australia/Brisbane
WNR,Windorah,Australia/Brisbane
WYA,Whyalla,Australia/Adelaide
WUN,Wiluna,Australia/Perth
WOL,Wollongong,Australia/Sydney
WIN,Winton,Australia/Brisbane
BWT,Burnie,Australia/Hobart
OKR,Yorke Island,Australia/Brisbane
XMY,Yam Island,Australia/Brisbane
NAY,Beijing,Asia/Shanghai
CIF,Chifeng,Asia/Shanghai
CIH,Changzhi,Asia/Shanghai
DAT,Datong,Asia/Shanghai
HET,Hohhot,Asia/Shanghai
